"CACPLAAS10DMX01","10.0.169.110","C76W6Y1        ","104000032210","BARRA 10","65","9","13","C"
"CACPLAAS11DMX01","10.0.169.111","GG4LDP1        ","104000031665","BARRA 11","65","9","12","C"
"CACPLAAS12DMX01","10.0.169.112","C61V6Y1        ","104000032211","BARRA 12","65","9","13","C"
"CACPLAAS13DMX01","10.0.169.113","C5XT6Y1        ","104000032212","BARRA 13","65","9","13","C"
"CACPLAAS14DMX01","10.0.169.114","F5QHDP1        ","104000031629","BARRA 14","65","9","12","C"
"CACPLAAS16DMX01","10.0.169.116","C85W6Y1        ","104000032306","MODULO A","65","9","13","C"
"CACPLAAS17DMX01","10.0.169.117","F5SGDP1        ","104000031630","MODULO C","65","9","12","C"
"CACPLACA01DMX01","10.0.169.124","MXL3492H2N",,"CAJA 01","70","18","28","C"
"CACPLACA02DMX01","10.0.169.125","74D0PN1        ","104000031564","CAJA 2","65","9","12","C"
"CACPLACA03DMX01","10.0.169.126","74L0PN1        ","104000031585","CAJA 3","65","9","12","C"
"CACPLAJE01DMX01","10.0.169.30","J5WMXQ1",,"JEFATURA","65","9","2","C"
"CACPLAAS08DMXX01","10.0.169.108","C63W6Y1",,"BARRA 8","65","9","13","C"
"CACPLAST01DMX01","10.0.169.121","GGDFDP1","104000031668","SOPORTE TECNICO 1","65","9","12","C"
"CACPLAST02DMX01","10.0.169.122","GGFJDP1        ","104000031669","SOPORTE TECNICO 2","65","9","12","C"
"CACPLAST03DMX01","10.0.169.123","F5SHDP1        ","104000031643","SOPORTE TECNICO 3","65","9","12","C"
"CACPLASU01DMX01","10.0.169.100","CH8W6Y1        ","104000032340","SUPERVISOR","65","9","13","C"
"MXCACPLACOR01  ","10.0.169.252","54MGJQ1        ","104000031733","SERVIDOR IMPRESORAS","65","9","2","C"
"SERVCAMPLAYAS  ","10.0.169.65 ","FLRWS71        ","104000030391","SERVIDOR CAMARAS","65","9","29","C"
"FUENTE DANADA - MODU",,"GG4FDP1","104000031660","MODULO B","65","9","12","C"
"RADIOMOV-A4CE90","192.168.1.206","629TS91","104000030713","DESBLOQUEO","65","9","31","C"
"ELITEDESK-PC","192.168.1.229","MXL5242FPD","104000033079","DESBLOQUEO","65","18","1","C"
"MXTACPLACOR01","10.0.169.222","PHGFC22250","105000031544","BARRA 1 Y 2","65","18","30","I"
"MXTACPLACOR02","10.0.169.223","VNB4N12885","105000031250","BARRA 3 Y 4","65","18","30","I"
"MXTACPLACOR03","10.0.169.224","PHGFF21321","105000031575","BARRA 5 Y 6","65","18","30","I"
"MXTACPLACOR04","10.0.169.225","PHGFG20449","105000031705","BARRA 7 Y 8","65","18","30","I"
"MXTACPLACOR05","10.0.169.226","PHGFG20443","105000031706","BARRA 9 Y 10","65","18","30","I"
"MXTACPLACOR06","10.0.169.227","VNB4M15480","105000031324","BARRA 11 Y 12","65","18","30","I"
"MXTACPLACOR07","10.0.169.228","PHGFC42137","105000031640","BARRA 13 Y 14","65","18","30","I"
"MXTACPLACOR08","10.0.169.232","CNDYB43907","105000031120","MODULO C","65","18","LASERJET P4015","I"
,"USB","DBLG151086","105000030787","CAJA 3","65","16","TM-T90P","IT"
,"USB","DBLG151103","105000030788","CAJA 2","65","16","TM-T90P","IT"
,"USB","MXKF357260","105000031499","CAJA 1","65","16","41","IT"
"MXTACPLACOR10","10.0.169.230","74633699054T9","105000031519","CAJAS","65","15","MX711","I"
,"USB","MXKF352870","105000031409","RECEPCION","65","16","41","IT"
,"USB","CN42IFV16S","105000031576","JEFATURA","65","18","20","I"
"MXTACPLACOR11","10.0.169.231","XXXXXXXXX","105000031445","SERTEC","65","18","30","I"
"MXTACPLACOR09","10.0.169.229","PHBQF27784","105000031866","ALMACEN ","65","18","LASERJET M402DN","I"
,"10.0.169.219","4BAHL70698","105000031672","BARRA","65","14","44","E"
"TELCEL-PC","INFINITUM","7T81BS1","104000031910","DESBLOQUEO","65","9","LATITUDE E6420","L"
"CACRIOAC01DMX01     ","10.0.127.138","MXL51525N0","104000031274","ALMACEN 01","66","18","1","C"
"CACRIOAC02DMX01     ","10.0.127.139","C0GV6Y1","104000032310","ALMACEN 02","66","9","13","C"
"CACRIOAC03DMX01     ","10.0.127.140","C3RT6Y1        ","104000032311","ALMACEN 03","66","9","13","C"
"CACRIOAS02DMX01     ","10.0.127.102","MJ01PGDE       ","104000032772","BARRA 02","66","20","A002LM             ","C"
"CACRIOAS03DMX01     ","10.0.127.103","C9FW6Y1        ","104000032191","BARRA 03","66","9","13","C"
"CACRIOAS04DMX01     ","10.0.127.104","C9CT6Y1        ","104000032193","BARRA 04","66","9","13","C"
"CACRIOAS05DMX01     ","10.0.127.105","C2ZV6Y1        ","104000032175","BARRA 05","66","9","13","C"
"CACRIOAS06DMX01     ","10.0.127.106","MXL51524TQ     ","1.04E+11","BARRA 06","66","18","1","C"
"CAC510AS07DMX01     ","10.0.127.107","C3ZV6Y1        ","104000032176","BARRA 07","64","9","13","C"
"CACRIOAS08DMX01     ","10.0.127.108","C2YT6Y1        ","104000032177","BARRA 08","66","9","13","C"
"CACRIOAS09DMX01     ","10.0.127.109","3B0TXQ1        ","104000031747","BARRA 09","66","9","2","C"
"CACRIOAS10DMX01     ","10.0.127.110","3BBZXQ1        ","104000031748","BARRA 10","66","9","2","C"
"CACRIOAS11DMX01     ","10.0.127.111","J5TKXQ1        ","104000031749","BARRA 11","66","9","2","C"
"CACRIOAS12DMX01     ","10.0.127.112","C97T6Y1        ","104000032178","BARRA 12","66","9","13","C"
"CACRIOAS13DMX01     ","10.0.127.113","CHZV6Y1        ","104000032179","BARRA 13","66","9","13","C"
"CACRIOAS14DMX01     ","10.0.127.114","CB2X6Y1        ","104000032180","BARRA 14","66","9","13","C"
"CACRIOAS15DMX01     ","10.0.127.115","CCMV6Y1        ","104000032181","BARRA 15","66","9","13","C"
"CACRIOAS16DMX01     ","10.0.127.116","C9TT6Y1        ","104000032194","BARRA 16","66","9","13","C"
"CACRIOAS17DMX01     ","10.0.127.117","J5SKXQ1        ","104000031750","BARRA 17","66","9","2","C"
"CACRIOAS18DMX01     ","10.0.127.118","CHQW6Y1        ","104000032182","BARRA 18","66","9","13","C"
"CACRIOAS19DMX01     ","10.0.127.119","C2MV6Y1        ","104000032309","BARRA 19","66","9","13","C"
"CACRIOAS20DMX01","10.0.127.120","MXL51524TP","104000032926","BARRA 20","66","18","1","C"
"CACRIOAS21DMX01     ","10.0.127.121","MXL51524T8     ","104000032918","BARRA 21","66","18","1","C"
"CACRIOAS22DMX01     ","10.0.127.122","MXL51524SM     ","104000032923","BARRA 22","66","18","1","C"
"CACRIOAS23DMX01     ","10.0.127.123","MXL51524YC     ","104000032920","BARRA 23","66","18","1","C"
"CACRIOAS24DMX01     ","10.0.127.124","MXL51524SN     ","104000032919","BARRA 24","66","18","1","C"
"CACRIOAS25DMX01     ","10.0.127.125","CB0V6Y1        ","104000032183","BARRA 25","66","9","13","C"
"CACRIOAS26DMX01     ","10.0.127.126","C53T6Y1        ","104000032184","BARRA 26","66","9","13","C"
"CACRIOAS27DMX01     ","10.0.127.127","C3KV6Y1        ","104000032185","BARRA 27","66","9","13","C"
"CACRIOAS28DMX01     ","10.0.127.128","C25W6Y1        ","104000032312","BARRA 28","66","9","13","C"
"CACRIOAS29DMX01     ","10.0.127.129","CJZS6Y1        ","104000032186","BARRA 29","66","9","13","C"
"CACRIOAS30DMX01     ","10.0.127.130","CCDW6Y1        ","104000032198","BARRA 30","66","9","13","C"
"CACRIOAS31DMX01     ","10.0.127.131","C4QT6Y1        ","104000032196","BARRA 31","66","9","13","C"
"CACRIOAS32DMX01     ","10.0.127.132","MJ01PGHK       ","104000032759","BARRA 32","66","20","A002LM             ","C"
"CACRIOAS33DMX01","10.0.127.133","MJ01PG7B","104000032760","BARRA 33","66","20","A002LM","C"
"CACRIOAS34DMX01","10.0.127.154","MJ01PNX9",,"BARRA 34","66","20","THINKCENTRE M79","C"
"CACRIOAS35DMX01","10.0.127.155","MJ01PG82","104000032762","BARRA 35","66","20","A002LM","C"
"CACRIOAS36DMX01     ","10.0.127.156","MJ01PNPR       ","104000032763","BARRA 36","66","20","A002LM             ","C"
"CACRIOAS37DMX01     ","10.0.127.157","MJ01PGDG       ","104000032764","BARRA 37","66","20","A002LM             ","C"
"CACRIOAS38DMX01     ","10.0.127.158","MJ01PNX5       ","104000032765","BARRA 38","66","20","A002LM             ","C"
"CACRIOAS39DMX01     ","10.0.127.159","MJ01PP2J       ","104000032766","BARRA 39","66","20","A002LM             ","C"
"CACRIOAS40DMX01     ","10.0.127.160","MJ01PNSK       ","104000032767","BARRA 40","66","20","A002LM             ","C"
"CACRIOAS41DMX01     ","10.0.127.161","MJ01PGA5       ","104000032768","BARRA 41","66","20","A002LM             ","C"
"CACRIOAS42DMX01     ","10.0.127.162","MJ01PGDD       ","104000032769","BARRA 42","66","20","A002LM             ","C"
"CACRIOAS43DMX01     ","10.0.127.163","MJ01PG8Q       ","104000032770","BARRA 43","66","20","A002LM             ","C"
"CACRIOAS44DMX01","10.0.127.164","MJ01PGAP","104000032771","BARRA 44","66","20","A002LM             ","C"
"CACRIOAS46DMX01     ","10.0.127.166","C43T6Y1        ","104000032189","MODULO A (AS46)","66","9","13","C"
"CACRIOAS47DMX01     ","10.0.127.167","C9YW6Y1        ","104000032195","MODULO B (AS47)","66","9","13","C"
"CACRIOAS48DMX01     ","10.0.127.168","3B0SXQ1        ","104000031752","MODULO C","66","9","2","C"
"CACRIOCA01DMX01","10.0.127.146","MXL52226WQ","104000032972","CAJA 1","66","18","1","C"
"CACRIOCA02DMX01     ","10.0.127.147","MXL3492H2W     ","104000032570","CAJA2","66","18","HP Compaq Pro 6305 SFF ","C"
"CACRIOCA03DMX01     ","10.0.127.148","74MZNN1        ","104000031566","CAJA 3","66","9","12","C"
"CACRIOCA04DMX01     ","10.0.127.149","MXL3492H2C     ","104000032571","CAJA 4","66","18","HP Compaq Pro 6305 SFF ","C"
"CACRIOCA05DMX01     ","10.0.127.150","MXL3492H1R     ","104000032569","CAJA 5","66","18","HP Compaq Pro 6305 SFF ","C"
"CACRIOJE01DMX01     ","10.0.127.30 ","CHST6Y1        ","104000032437","JEFATURA","66","9","13","C"
"CACRIORE01DMX01     ","10.0.127.170","C98W6Y1        ","104000032188","RECEPCION","66","9","13","C"
"CACRIOST01DMX01","10.0.127.141","3BBWXQ1","104000031751","SERTEC 01","66","9","2","C"
"CACRIOST02DMX01     ","10.0.127.142","6STQVV1        ","104000032037","SERTEC 02","66","9","13","C"
"CACRIOST03DMX01     ","10.0.127.143","MXL51524PL     ","104000032922","SERTEC 03","66","18","1","C"
"CACRIOST04DMX01     ","10.0.127.144","5JVTNW1        ","104000032100","SERTEC 04","66","9","13","C"
"CACRIOSU01DMX01     ","10.0.127.151","F3NBTW1        ","104000032135","SUPERVISOR 1","66","9","13","C"
"CACRIOSU02DMX01 ","10.0.127.152","C26W6Y1        ","104000032215","SUPERVISOR 2","66","9","13","C"
"PRODIGY-RIO2 ","192.168.1.76","3B9WXQ1","104000031753","SERTEC-DESBLOQUEOS","66","9","2","C"
"INFINITUM-RIO","192.168.1.75","MXL5242HSJ     ","104000033077","DESBLOQUEOS","66","Hewlett-Packard","1","C"
,"USB","CN4CNHN0NW","105000031750","BARRA 1 Y 2","66","18","20","I"
,"USB","MXKF389695","105000031424","BARRA 3 Y 4","66","16","41","IT"
,"USB","MXKF357312","105000031463","BARRA 5 Y 6","66","16","41","IT"
,"USB","MXKF352573","105000031496","BARRA 7 Y 8","66","16","41","IT"
,"USB","MXKF357347","105000031456","BARRA 9 Y 10","66","16","41","IT"
,,"J4B6301795","105000030754","BARRA 11 Y 12","66","16","40","IT"
"MXTACRIOCOR00","10.0.127.219","CNB9089195","105000031083","BARRA 13 Y 14","66","18","30","I"
"MXTACRIOCOR01","10.0.127.220","VNG4813970","105000031523","BARRA 15 Y 16","66","18","30","I"
"MXTACRIOCOR02","10.0.127.221","PHGFB42262","105000031647","BARRA 17 Y 18","66","18","30","I"
"MXTACRIOCOR03","10.0.127.222","PHGFB42260","105000031648","BARRA 19 Y 20","66","18","30","I"
"MXTACRIOCOR04","10.0.127.223","PHGFG22816","105000031639","BARRA 21 Y 22","66","18","30","I"
"MXTACRIOCOR05","10.0.127.224","VNB3B01454","105000031268","BARRA 23 Y 24","66","18","30","I"
"MXTACRIOCOR06","10.0.127.225","PHGFB42254","105000031651","BARRA 25 Y 26","66","18","30","I"
"MXTACRIOCOR07","10.0.127.226","PHGFG22110","105000031606","BARRA 28 Y 29","66","18","30","I"
"MXTACRIOCOR08","10.0.127.227","PHGFD20142","105000031558","BARRA 30 Y 31","66","18","30","I"
"MXTACRIOCOR09","10.0.127.228","CNB9096078","105000031089","BARRA 32 Y 33","66","18","LASERJET P2055DN","L"
"MXTACRIOCOR10","10.0.127.229","PHGFB69022","105000031777","BARRA 35 Y 36","66","18","30","I"
"MXTACRIOCOR11","10.0.127.230","PHGFD20171","105000031564","BARRA 38 Y 39","66","18","30","I"
"MXTACRIOCOR12","10.0.127.231","VNB3R12887","105000031182","BARRA 40 Y 41","66","18","LASERJET P2055DN","L"
"MXTACRIOCOR13","10.0.127.232","VNB3X15772","105000031213","BARRA 42 Y 43","66","18","30","I"
"MXTACRIOCOR14","10.0.127.233","PHGFC42136","105000031638","BARRA 44 Y 45","66","18","30","I"
"MXTACRIOCOR15","10.0.127.234","PHGFB42259","105000031641","MODULO ""A""","66","18","30","I"
"MXTACRIOCOR23","10.0.127.242","PHGFB42257","105000031642","BARRA 33 Y 34","66","18","30","I"
"MXTACRIOCOR24","10.0.127.243","PHGFB42261","105000031643","MODULO ""B""","66","18","30","I"
"MXTACRIOCOR25","10.0.127.244","PHGFB42264","105000031644","SERTEC","66","18","30","I"
"MXTACRIOCOR26","10.0.127.245","PHGFB42263","105000031645","ALMACEN","66","18","30","I"
"MXTACRIOCOR27","10.0.127.246","PHGFB42258","105000031646","CAJAS","66","18","30","I"
"NO TIENE","USB","VNG4813960","105000031517",,"66","18","30","I"
"NO TIENE","USB","VNB5P02173","105000031505",,"66","18","30","I"
"NO TIENE","USB","CNGKB30157","105000030261",,"66","18","LASERJET 2420","I"
"MXTACRIOCOR21","10.0.127.240","VNB4M15264","105000031282",,"66","18","30","I"
"MXTACRIOCOR19","10.0.127.238","CNBCD2N1H3","105000031173",,"66","18","LASERJET M603","I"
"MXTACRIOCOR20","10.0.127.239","79G68V6","105000031241",,"66","15","656DE","I"
,"10.0.127.217","715TW1074B5N1300152","105000031687","BARRA TRASERA","66","14","DOCUMATE 272i","E"
,"10.0.127.218","55DU630423","105000031771","BARRA TRASERA","66","14","44","E"
,"10.0.127.213","4BAHL70699","105000031662","BARRA TRASERA","66","14","44","E"
"CACRIO3GLMX01","INFINITUM","5CG5240PTP     ","104000032809","SERTEC","66","Hewlett-Packard","HP ProBook 645 G1","E"
"CACROSAC01DMX01","10.8.17.44  ","C0WW6Y1        ","1.04E+11","ALMACEN ","74","9","13","C"
"CACROSAC02DMX01","10.8.17.45  ","C0MT6Y1        ","1.04E+11","ALMACEN ","74","9","13","C"
"CACROSAC03DMX01","10.8.17.48  ","CX2RKM1        ","1.04E+11","ALMACEN ","74","9","12","C"
"CACROSAS01DMX01","10.8.17.11  ","C2RV6Y1        ","1.04E+11","BARRA 1","74","9","13","C"
"CACROSAS02DMX01","10.8.17.12  ","G15RRW1        ","1.04E+11","BARRA 2","74","9","13","C"
"CACROSAS03DMX01","10.8.17.13  ","C05V6Y1        ","1.04E+11","BARRA 3","74","9","13","C"
"CACROSAS04DMX01","10.8.17.14  ","C26V6Y1        ","1.04E+11","BARRA 4","74","9","13","C"
"CACROSAS05DMX01","10.8.17.15  ","C6BV6Y1        ","1.04E+11","BARRA 5","74","9","13","C"
"CACROSAS06DMX01","10.8.17.16  ","C33W6Y1        ","1.04E+11","BARRA 6","74","9","13","C"
"CACROSAS07DMX01","10.8.17.17  ","C2CV6Y1        ","1.04E+11","BARRA 7","74","9","13","C"
"CACROSAS08DMX01","10.8.17.18  ","C2SV6Y1        ","1.04E+11","BARRA 8","74","9","13","C"
"CACROSAS11DMX01","10.8.17.21  ","CJ4T6Y1        ","1.04E+11","BARRA 11","74","9","13","C"
"CACROSAS12DMX01","10.8.17.22  ","C0HV6Y1        ","1.04E+11","BARRA 12","74","9","13","C"
"CACROSAS13DMX01","10.8.17.23  ","C4NV6Y1        ","1.04E+11","BARRA 13","74","9","13","C"
"CACROSAS14DMX01","10.8.17.24  ","C38V6Y1        ","1.04E+11","BARRA 14","74","9","13","C"
"CACROSAS15DMX01","10.8.17.25  ","C49W6Y1        ","1.04E+11","BARRA 15","74","9","13","C"
"CACROSAS16DMX01","10.8.17.26  ","3CC7KS1        ","1.04E+11","BARRA 16","74","9","2","C"
"CACROSAS17DMX01","10.8.17.27  ","3CR7KS1        ","1.04E+11","BARRA 17","74","9","2","C"
"CACROSAS18DMX01","10.8.17.28  ","DRK47V1        ","1.04E+11","BARRA 18","74","9","13","C"
"CACROSAS19DMX01","10.8.17.29  ","DRL87V1        ","1.04E+11","BARRA 19","74","9","13","C"
"CACROSAS20DMX01","10.8.17.35  ","C1CT6Y1        ","1.04E+11","BARRA 20","74","9","13","C"
"CACROSCA01DMX01","10.8.17.40  ","MXL3492G9H     ","1.04E+11","CAJAS","74","18","18","C"
"CACROSCA02DMX01","10.8.17.41  ","MXL3492H0X     ","1.04E+11","CAJAS","74","18","18","C"
"CACROSCA03DMX01","10.8.17.42  ","MXL3492GD4     ","1.04E+11","CAJAS","74","18","18","C"
"CACROSJE01DMX01","10.8.17.30  ","C6CT6Y1        ","1.04E+11","JEFATURA","74","9","13","C"
"CACROSRE01DMX01","10.8.17.36  ","C53X6Y1        ","1.04E+11","RECEPCION","74","9","13","C"
"LISTA DE PRECIOS",,"C31X6Y1","1.04E+11","RECEPCION","74","9","13","C"
"CACROSST01DMX01","10.8.17.46  ","C2WW6Y1        ","1.04E+11","SERTEC ","74","9","13","C"
"CACROSST02DMX01","10.8.17.47  ","9MGGRW1        ","1.04E+11","SERTEC ","74","9","13","C"
"CACROSST03DMX01","10.8.17.49","F5XFDP1","1.04E+11","SERTEC ","74","9","12","C"
"PICHU-D5E17225F","192.168.1.64","65ZXY91","1.04E+11","SERTEC ","74","9","27","C"
"INFINITUM-ROS","AUTOMATICA","MXL5242HSK","1.04E+11","SERTEC ","74","18","EliteDesk 705","E"
"CACROSSU01DMX01","10.8.17.19  ","C05X6Y1        ","1.04E+11","BARRA 9","74","9","13","C"
"MXCACROSCOR01  ","10.8.17.50  ","54PJ6V1        ","1.04E+11","SITE","74","9","2","C"
"SERVCAMROS     ","10.8.17.65  ","2R85B71        ","ILEGIBLE","SITE","74","9","29","C"
"MXTACROSCOR19","10.8.17.225","PHGFG20448","1.05E+11","ALMACEN","74","18","30","I"
"MXTACROSCOR01","10.8.17.226","PHGFC58470","1.05E+11","BARRA 1/2","74","18","30","I"
"MXTACROSCOR02","10.8.17.227","PHGFC58477","1.05E+11","BARRA 3/4","74","18","30","I"
"MXTACROSCOR03","10.8.17.228","VNB5P02427","1.05E+11","BARRA 5/6","74","18","30","I"
"MXTACROSCOR04","10.8.17.229","PHGFC58468","1.05E+11","BARRA 7/8","74","18","30","I"
"MXTACROSCOR06","10.8.17.231","PHGFC58475","1.05E+11","BARRA 11/12","74","18","30","I"
"MXTACROSCOR07","10.8.17.232","PHGFC58447","1.05E+11","BARRA 13/14","74","18","30","I"
"MXTACROSCOR08","10.8.17.233","VNG3704439","1.05E+11","BARRA 15/16","74","18","30","I"
"MXTACROSCOR09","10.8.17.234","VNB4F15332","1.05E+11","BARRA 17/18","74","18","30","I"
"MXTACROSCOR10","10.8.17.235","PHGFC58472","1.05E+11","TRAS BARRA 19/20","74","18","30","I"
,"10.8.17.224","7463479905W53","1.05E+11","CAJAS","74","15","19","I"
,"USB","CN4CNHV0NY","1.05E+11","JEFATURA","74","18","20","I"
"MXTACROSCOR21","10.8.17.223","PHGFC58474","1.05E+11","SERVICIO TECNICO","74","18","30","I"
,,"J4BG004949","1.05E+11","CHECADOR","74","16","40","IT"
,,"MXKF354584","1.05E+11","RECEPCION","74","16","41","IT"
,,"MXDF230244","1.05E+11","CAJA 01","74","16","41","IT"
,,"MXKF352841","1.05E+11","CAJA 02","74","16","41","IT"
,,"MXKF352821","1.05E+11","CAJA 03","74","16","41","IT"
,"USB","CN74JSR121","1.05E+11","JEFATURA","74","18","42","E"
,"10.8.17.219","715TW1074C5N1300112","1.05E+11","TRAS BARRAS","74","14","43","E"
,"10.8.17.218","4BAHL70672","1.05E+11","TRAS BARRAS","74","14","44","E"
"CACTKTAC01DMX01","10.8.15.40  ","C6FV6Y1        ","1040-32221",,"74","9","13","C"
"CACTKTAC02DMX01","10.8.15.43  ","9LSGRW1        ","1040-32169     ",,"74","9","13","C"
"CACTKTAC03DMX01","10.8.15.44  ","CX2QKM1        ","1040-31490     ",,"74","9","12","C"
"CACTKTAS04DMX01","10.8.15.14  ","2XZ3SL1        ","1040-31463     ",,"74","9","12","C"
"CACTKTAS05DMX01","10.8.15.15  ","C0GT6Y1        ","1040-32226     ",,"74","9","13","C"
"CACTKTAS06DMX01","10.8.15.16  ","BZTT6Y1        ","1040-32227     ",,"74","9","13","C"
"CACTKTAS08DMX01","10.8.15.18  ","C2FV6Y1        ","1040-32228     ",,"74","9","13","C"
"CACTKTAS09DMX01","10.8.15.19  ","C2MW6Y1        ","1040-32229     ",,"74","9","13","C"
"CACTKTAS10DMX01","10.8.15.20  ","C0CW6Y1        ","1040-32230     ",,"74","9","13","C"
"CACTKTAS11DMX01","10.8.15.21  ","C2GT6Y1        ","1040-32231     ",,"74","9","13","C"
"CACTKTAS12DMX01","10.8.15.22  ","CJ8V6Y1        ","1040-32232     ",,"74","9","13","C"
"CACTKTAS13DMX01","10.8.15.23  ","C0NV6Y1        ","1040-32233     ",,"74","9","13","C"
"CACTKTAS14DMX01","10.8.15.24  ","C64T6Y1        ","1040-32222     ",,"74","9","13","C"
"CACTKTAS15DMX01","10.8.15.25  ","C1JW6Y1        ","1040-32223     ",,"74","9","13","C"
"CACTKTAS16DMX01","10.8.15.13  ","C63X6Y1        ","1040-32224     ",,"74","9","13","C"
"CACTKTAS20DMX01","10.8.15.34  ","C1NV6Y1        ","1040-32225     ",,"74","9","13","C"
"CACTKTAS21DMX01","10.8.15.33  ","2XZCSL1        ","1040-31462     ",,"74","9","12","C"
"CACTKTCA01DMX01","10.8.15.39  ","MXL537253B     ","1040-32823",,"74","18","1","C"
"CACTKTCA02DMX01","10.8.15.38  ","74F0PN1        ","1040-31571     ",,"74","9","12","C"
"CACTKTCA03DMX01","10.8.15.37  ","74F1PN1        ","1040-31572     ",,"74","9","12","C"
"CACTKTJE01DMX01","10.8.15.30","BZVT6Y1",,"JEFATURA","73","9","13","C"
"CACTKTRE01DMX01","10.8.15.36  ","C10V6Y1        ","1040-32235     ",,"74","9","13","C"
"CACTKTST01DMX01","10.8.15.41  ","C2KW6Y1        ","1040-32236     ",,"74","9","13","C"
"CACTKTST02DMX01","10.8.15.42  ","DWJ3JL1        ","1040-31402     ",,"74","9","12","C"
"CACTKTSU01DMX01","10.8.15.17  ","C1ST6Y1        ","1040-32237     ",,"74","9","13","C"
"MXCACTKTCOR01  ","10.8.15.50  ","3CZ4KS1        ","1040-31937     ",,"74","9","2","C"
"DESBLOQUEOS","DINAMICA","MXL5242DRM","1040-33086",,"74","18","1","E"
"DESBLOQUEOS","DINAMICA","239TS91","1040-30708",,"74","9","31","C"
"MXTACTKTCOR01","10.8.15.224","PHGFC58252","1050-31727","Barra 14 y 15","74","18","30","I"
"MXTACTKTCOR02","10.8.15.225","PHGFG33172","1050-31716","Barra 16 y 17","74","18","30","I"
"MXTACTKTCOR03","10.8.15.226","PHGFC58253","1050-31728","Barra 4 y 5","74","18","30","I"
"MXTACTKTCOR04","10.8.15.227","PHGFG20455","1050-31707","Barra 6 y 7","74","18","30","I"
"MXTACTKTCOR05","10.8.15.228","PHGFC58251","1050-31729","Barra 8 y 9","74","18","30","I"
"MXTACTKTCOR06","10.8.15.229","PHGFD54625","1050-31730","Barra 10 y 11","74","18","30","I"
"MXTACTKTCOR07","10.8.15.230","PHGFD54626","1050-31734","Barra 12 y 13","74","18","30","I"
"MXTACTKTCOR08","10.8.15.231","PHGFC58261","1050-31731","Modulo A","74","18","30","I"
"MXTACTKTCOR12","10.8.15.220","PHGFD54627","1050-31735","Atrás de barra 11 y 12","74","18","30","I"
"MXTACTKTCOR13","10.8.15.221","PHGFC58258","1050-31732","Almacen","74","18","30","I"
"MXTACTKTCOR14","10.8.15.222","CNRXG63532","1050-ILEGIBLE","Cajas","74","18","45","I"
"MXTACTKTCOR15","10.8.15.223","PHGFD54624","1050-31733","Servicio Tecnico","74","18","30","I"
,"LOCAL","CN56G1Z1QZ","1050-30306","JEFATURA","74","18","47","I"
,"LOCAL","MXKF357291","1050-ILEGIBLE","Caja 1","74","16","41","IT"
,"LOCAL","ELKNJKA15110346","1050-31840","Caja 2","74","Bixolon","46","IT"
,"LOCAL","MXKF387675","1050-31588","Caja 3","74","16","41","IT"
